concept_id,reading,category,voice,test_type,verdict,n,diff,ci_lo,ci_hi,p,q_bh,holm,verified,deepdive_label,summary,result_path,script
consolidation-external-liquidity-only,,entry,guest,trade,UNDERPOWERED,146,0.553576,-0.214247,1.67841,0.2516,0.569,keep,,,"Faded the first 1H run of a mother-candle high or low when the prior days were all inside days and the run bar closed back inside. Stop at the run extreme, target the opposite external level, 24h trading-time hold.",concept_campaign/results/consolidation-external-liquidity-only.json,concept_campaign/tests/entry_guest_01b/consolidation-external-liquidity-only.py
consolidation-open-whipsaw,a,model,own,rate,NULL,1525,0.00681967,-0.020459,0.0340984,0.6241,0.8335,keep,,,"On no-bias days (prior daily candle neither C2 nor C3), the nearer 18:00-09:30 range extreme is taken first 60.7% of the time vs a 60.0% geometry-matched null at the same clock. Nearness explains it all.",concept_campaign/results/consolidation-open-whipsaw__a.json,concept_campaign/tests/model_own_04a/consolidation-open-whipsaw.py
consolidation-open-whipsaw,b,model,own,rate,NEGATIVE,1525,-0.023082,-0.0358066,-0.00996721,0.0004624,0.009292,keep,,,"The rotation claim, that both pre-open extremes are taken 09:30-16:00 on no-bias days: 5.9% vs 8.2% for the matched null. Rotation is rarer than chance, the opposite of what the concept claims.",concept_campaign/results/consolidation-open-whipsaw__b.json,concept_campaign/tests/model_own_04a/consolidation-open-whipsaw.py
consolidation-phase,a,structure,own,trade,UNDERPOWERED,2184,0.0218068,-0.124597,0.188015,0.7845,0.9299,keep,,,"Range = a 1h mother bar plus 3 inside bars. The side taken first sets the direction; entry on a 5m close back inside the range, stop at the sweep extreme, target the opposite side. 2,184 trades at +0.02R versus control. The 18% win rate makes the R variance large, giving an MDE of 0.22R.",concept_campaign/results/consolidation-phase__a.json,concept_campaign/tests/structure_own_01a/consolidation-phase.py
consolidation-phase,b,structure,own,gate,UNDERPOWERED,756,-0.166703,-0.489759,0.14519,0.3034,0.6241,keep,,,"Reading b: the bias selects which side must be run. Tested as a gate on the reading-a book: trades aligned with the daily previous-candle bias versus the rest. 756 aligned trades at -0.17R, against the claim, but the CI is wide (MDE 0.45R).",concept_campaign/results/consolidation-phase__b.json,concept_campaign/tests/structure_own_01a/consolidation-phase.py
consolidation-profile-conditions,,model,guest,rate,NULL,1319,0.00682335,-0.0203184,0.0327559,0.6143,0.8281,keep,,,"Event: any of the three triggers fires (first take of the prior week's high or low this week; overextension; close at the EQ of the dealing range). The next day is a consolidation day (|close-open| <= 0.2 ADR20) 28.5% of the time vs a 27.8% regime-matched base rate: +0.7pp, CI [-2.0, +3.3]pp. Powered, so NULL.",concept_campaign/results/consolidation-profile-conditions.json,concept_campaign/tests/model_guest_01b/consolidation-profile-conditions.py
consolidation-range-no-trade,a,risk,own,gate,NULL,30101,0.00595159,-0.0409511,0.0523971,0.8026,0.9359,keep,,,"Gate on the 15m CISD book. 'Consolidating' means a completed day's range contains the 2 or more real days after it (inside-days box, searching back up to 20 days) and today has not yet taken either side of it; about 8% of entries. Outside vs inside: +0.006R, CI [-0.041, +0.052]. Powered, so NULL.",concept_campaign/results/consolidation-range-no-trade__a.json,concept_campaign/tests/risk_own_02a/consolidation-range-no-trade.py
consolidation-range-no-trade,b,risk,own,gate,UNDERPOWERED,31182,-0.0131922,-0.0857455,0.0561375,0.7155,0.8921,keep,,,"Same gate with the 'small days, small bodies' box: 3 real days, each with range < ADR20 and body <= 0.5 x range, and today still inside their combined range; about 5% of entries. -0.013R, CI [-0.086, +0.056]. Effective n 179, MDE 0.101, so UNDERPOWERED.",concept_campaign/results/consolidation-range-no-trade__b.json,concept_campaign/tests/risk_own_02a/consolidation-range-no-trade.py
consolidation-reactivation-alert,,risk,guest,rate,UNDERPOWERED,33,-0.0606061,-0.236364,0.115152,0.4991,0.7641,keep,,,"Rate test. During daily consolidation (5-day mean range < 0.8x the prior 20 days, bodies < 0.5x range), an alert sits above the top of the nearest open bearish daily FVG above price. When it fires, the nearest unbroken daily swing high was hit within 5 sessions 33.3% of the time vs 39.4% for the matched null.",concept_campaign/results/consolidation-reactivation-alert.json,concept_campaign/tests/risk_guest_02a/consolidation-reactivation-alert.py
consolidation-reversal-week,a,model,guest,trade,UNTESTABLE,23,-0.114456,-0.633615,0.485629,0.6885,0.88,keep,,,"AM Trades reading. Setup: a Mon-Wed consolidation (no daily close beyond the prior day's range), then Thursday sweeps one side of the Mon-Wed external range, closes back inside and prints a 1h CISD. Trade on Friday: stop at Thursday's extreme, target the far side of the range.",concept_campaign/results/consolidation-reversal-week__a.json,concept_campaign/tests/model_guest_02a/consolidation-reversal-week.py
consolidation-reversal-week,b,model,guest,trade,UNTESTABLE,16,0.379446,-0.233663,1.12486,0.2736,0.5903,keep,,,"McJflkKuvrI variant. Thursday must take out both Monday's and Wednesday's extreme and close back beyond both; the 1h CISD and Friday trade are the same as reading a. Only 16 setups, below the n>=30 floor, so the harness labels it UNTESTABLE for sample size.",concept_campaign/results/consolidation-reversal-week__b.json,concept_campaign/tests/model_guest_02a/consolidation-reversal-week.py
consolidation-sweep-entry,,entry,own,trade,UNDERPOWERED,370,0.154743,-0.0148871,0.338973,0.0865,0.344,keep,,,"trade_test. Range: 8 x 30m candles spanning <=1.5 ATR. A 5m sweep of one extreme, landing inside an unmitigated same-direction 1H FVG, then a 5m CISD within 2h. Stop at the swept extreme, target the opposite range extreme. Result +0.155R vs control, CI contains 0, MDE 0.25 (n=370).",concept_campaign/results/consolidation-sweep-entry.json,concept_campaign/tests/entry_own_04a/consolidation-sweep-entry.py
consolidation-vs-retracement-test,a,structure,own,rate,NULL,4310,0.00678531,-0.00882629,0.0235102,0.4108,0.7084,keep,,,"Claim: a failed closure through the opposing series (no series_open close within 3 1h bars) means the swing extreme is taken before the far side of the range. Hit rate 56.4% against a geometry-matched null of 55.8%, diff +0.7pp. The test is powered (MDE 2.3pp), so this is a well-powered zero.",concept_campaign/results/consolidation-vs-retracement-test__a.json,concept_campaign/tests/structure_own_01a/consolidation-vs-retracement-test.py
consolidation-vs-retracement-test,b,structure,own,gate,UNDERPOWERED,6878,-0.0677103,-0.140559,0.00646993,0.07104,0.31,keep,,,"Half-candle timing rider: on the phase-3 1h CISD book, closures whose first M1 close-through comes in the first half of the confirming candle versus later ones (claim '+'). Timely closures are -0.068R, against the claim (p=0.07). Both halves are negative.",concept_campaign/results/consolidation-vs-retracement-test__b.json,concept_campaign/tests/structure_own_01a/consolidation-vs-retracement-test.py
continuation-failure-consolidation,,entry,own,gate,NULL,26637,-0.00961069,-0.0328021,0.0121247,0.4017,0.7001,keep,,,"Gate on 15m POI-on CISD closures allowed up to 40 bars late: fast (V-shaped, within 3 bars) closures vs slow ones (which the concept calls consolidation sweeps) gave -0.010R, a powered NULL. Slow closures are not measurably worse.",concept_campaign/results/continuation-failure-consolidation.json,concept_campaign/tests/entry_own_01a/continuation-failure-consolidation.py
continuation-failure-short-term-target,a,model,own,gate,NULL,7464,-0.0231877,-0.0520903,0.00478969,0.11,0.3744,keep,,,Gate on the 15m bare-CISD book: the confirming bar also takes out the latest unbroken 2/2 swing extreme. Claim '-'; the difference points the claimed way but the CI contains 0 and the test is powered (MDE 0.041).,concept_campaign/results/continuation-failure-short-term-target__a.json,concept_campaign/tests/model_own_03b/continuation-failure-short-term-target.py
continuation-failure-short-term-target,b,model,own,gate,NULL,9727,-0.0230479,-0.0523332,0.00642667,0.1242,0.3988,keep,,,Gate on the 15m bare-CISD book: the previous day's high/low objective was already taken before the entry. Claim '-'; the difference points the claimed way but the CI contains 0 and the test is powered (MDE 0.042).,concept_campaign/results/continuation-failure-short-term-target__b.json,concept_campaign/tests/model_own_03b/continuation-failure-short-term-target.py
continuation-order-block,,entry,own,trade,NULL,5671,-0.0137793,-0.0460707,0.0177585,0.3974,0.6975,keep,,,"Continuation entry after a confirmed 15m CISD: a same-direction CISD off an FVG tag or swing sweep, with a higher low / lower high and the earlier protected swing intact, entered at market on the closure, stop at the new protected swing, 2R: -0.014R, a powered NULL.",concept_campaign/results/continuation-order-block.json,concept_campaign/tests/entry_own_01a/continuation-order-block.py
continuation-over-reversal,,model,own,gate,NULL,10440,-0.00383555,-0.0320346,0.0234892,0.7866,0.9299,keep,,,"15m CISD book (28,302 events): continuation CISDs (higher low / lower high after a same-direction CISD whose swing held) vs reversal CISDs. -0.004R, CI [-0.032,+0.023], MDE 0.040. Powered null: continuations are no better than reversals.",concept_campaign/results/continuation-over-reversal.json,concept_campaign/tests/model_own_02b/continuation-over-reversal.py
continuation-psp,,liquidity,guest,trade,UNDERPOWERED,793,0.0434061,-0.060542,0.145405,0.4087,0.7062,keep,,,"Setup: a 1H SMT reversal with a swing formed, and the draw (the prior opposite-side swing) still unmet. Trade the first two-stage PSP with the draw inside 24 bars: stop at the reversal extreme, target the draw, 24h hold. Result: +0.043R vs matched control, CI [-0.061, +0.145], MDE 0.147 (n=793 is too few).",concept_campaign/results/continuation-psp.json,concept_campaign/tests/liquidity_guest_01a/continuation-psp.py
continuation-signature,a,structure,own,gate,UNDERPOWERED,1527,-0.0356491,-0.116944,0.0459607,0.391,0.6908,keep,,,"Baseline: continuation trades after a 4h (forex grid) expansion candle, with a 2R target and a 40h hold in trading bars. Gate: the next candle is an inside bar, the HTF consolidation signature. 1,527 gated trades at -0.036R; MDE 0.116, just short of power.",concept_campaign/results/continuation-signature__a.json,concept_campaign/tests/structure_own_01a/continuation-signature.py
continuation-signature,b,structure,own,gate,NULL,4301,-0.00717205,-0.0737836,0.0566328,0.8293,0.9416,keep,,,"Same 4h book. Gate: the next candle closes back inside the expansion candle's range (a small-range consolidation or retracement), versus further expansion or expansion met with expansion. -0.007R; powered, MDE 0.093.",concept_campaign/results/continuation-signature__b.json,concept_campaign/tests/structure_own_01a/continuation-signature.py
continuation-timing,a,entry,own,gate,NULL,17996,0.0140691,-0.00720257,0.0362588,0.2045,0.5083,keep,,,"Baseline was 5m CISD in the direction of the prior 1H candle (2R, 50 min hold). Gate: the decision falls in the first 15 minutes of the current 1H candle (time share 0.25). No effect (powered, MDE 0.031).",concept_campaign/results/continuation-timing__a.json,concept_campaign/tests/entry_own_02a/continuation-timing.py
continuation-timing,b,entry,own,gate,NULL,24059,-0.0093745,-0.0303536,0.0123094,0.3891,0.6902,keep,,,"Speed reading on 15m CISD with max_wait 10. Gate: the close-through lands 3 or fewer bars after the extreme (a fast V), against 4 or more (consolidation). No effect (powered, MDE 0.031).",concept_campaign/results/continuation-timing__b.json,concept_campaign/tests/entry_own_02a/continuation-timing.py
correlated-triads,,liquidity,guest,gate,UNDERPOWERED,2563,0.0200875,-0.0513893,0.0914621,0.5815,0.8051,keep,,,"Gate test on a 1H gold swing-sweep reversal book (9,483 trades). The gate is an SMT against the named gold-triad member XAU/EUR, built from gold and EURUSD H1, and fires on 27% of the book. Gated arm +0.020R vs complement, CI [-0.051, +0.091], MDE 0.102 just above the 0.10 threshold.",concept_campaign/results/correlated-triads.json,concept_campaign/tests/liquidity_guest_01a/correlated-triads.py
cot-commercial-net-check,,model,guest,gate,UNDERPOWERED,2709,-0.0126384,-0.0607511,0.036322,0.6098,0.8258,keep,,,"Used real CFTC COT data for COMEX gold (088691). At each quarter start: commercial net above the midpoint of its 12-month range = bullish, below = bearish. Gated a daily book with one long and one short every day (1 ATR stop, 2R, one trading day), clustered by quarter. Result: -0.013R, CI [-0.061, +0.036].",concept_campaign/results/cot-commercial-net-check.json,concept_campaign/tests/model_guest_01a/cot-commercial-net-check.py
counter-trend-ote-scalp,,entry,own,trade,UNDERPOWERED,5423,0.0486658,-0.036403,0.165317,0.3443,0.6587,keep,,,"Run on M1, because 15-second data does not exist here. A 30-bar up move (1.5x the prior range) stalls at a swing high, then the counter move closes below the leg's internal swing low and leaves an FVG.",concept_campaign/results/counter-trend-ote-scalp.json,concept_campaign/tests/entry_own_03a/counter-trend-ote-scalp.py
cross-asset-reversal-confirmation,a,structure,own,gate,UNDERPOWERED,395,0.0789648,-0.0391801,0.201075,0.1976,0.5025,keep,,,"Gold 1h CISD, kept when the strength order fits (short gold only when it is weaker than silver since the 18:00 NY open, long only when stronger). Gate = silver swept its 20-bar extreme and closed back inside within the last 3h. Only 395 gated trades (MDE 0.17): UNDERPOWERED.",concept_campaign/results/cross-asset-reversal-confirmation__a.json,concept_campaign/tests/structure_own_03a/cross-asset-reversal-confirmation.py
cross-asset-reversal-confirmation,b,structure,own,gate,UNDERPOWERED,1078,-0.06475,-0.144274,0.0167468,0.115,0.3812,keep,,,Same strength-filtered gold 1h CISD book. Gate = a silver 1h CISD in the trade direction within the last 4h. The point estimate is against the claim (-0.065R) but the test is UNDERPOWERED (MDE 0.115).,concept_campaign/results/cross-asset-reversal-confirmation__b.json,concept_campaign/tests/structure_own_03a/cross-asset-reversal-confirmation.py
cross-asset-target-transfer,a,structure,own,trade,NEGATIVE,643,-0.0840488,-0.163689,-0.00200396,0.04158,0.2245,keep,,,"After gold has already taken its PDH/PDL, silver's first tag of its own PDH/PDL. Trading gold against the move (1 ATR stop, 1R) does worse than the matched control: gold continues rather than turns. The CI upper end sits at -0.002 and p=0.04, so this will not survive Holm.",concept_campaign/results/cross-asset-target-transfer__a.json,concept_campaign/tests/structure_own_04b/cross-asset-target-transfer.py
